251.7,118.023,116,135,3.479,14.327,135.9,5.82,9.451,18.515,17.461,8.21869,283.381,8.432,218.121,213.528,17.347,152.524,238.611,205,203,46.89009,4.3491,46.907,1,25.694,23,1,,,,,
329,149.035,156.7,182.2,4.702,12.714,136.3,4.259,6.697,15.432,12.778,8.53435,207.11,9.847,218.273,220.118,31.456,132.023,270.998,265,260,45.30313,7.02784,37.745,3,26.397,23,1,,,,,
553.4,258.089,238,317.1,7.14,13.54,151.2,6.187,10.903,16.528,18.56,7.15071,503.734,5.139,206.243,215.207,17.874,189.858,249.317,55,52,46.63458,5.15417,30.303,2,10.936,23,1,,,,,
113.7,53.524,47.3,60.8,1.418,8.963,93.6,2.998,5.017,11.826,8.995,9.23972,94.186,14.819,216.478,212.661,16.789,176.776,238.226,96,95,47.06454,3.88579,13.559,0,0,23,1,,,,,
216.2,99.442,121.7,105.9,3.651,11.294,101.9,4.621,5.878,11.646,13.864,9.15221,112.466,12.562,218.247,216.358,10.329,183.681,229.597,88,87,45.99888,2.78232,13.462,0,0,23,1,,,,100,
153.3,76.23,46.2,34,1.387,9.921,95.6,3.153,5.111,8.569,9.458,8.74335,200.621,11.82,200.023,200.385,23.693,139.146,230.593,99,97,49.72112,6.41998,16.949,0,0,23,1,,,,,
278.3,135.293,122.1,133.8,3.663,14.779,137.4,5.009,9.16,22.177,15.027,7.92154,329.135,7.225,207.392,206.26,24.291,138.236,247.715,101,98,48.61469,6.5103,29.412,1,3.175,23,1,,,,,
399.9,187.606,192.8,223.1,5.784,16.509,136.3,7.845,11.732,16.951,23.535,7.57837,386.043,5.75,209.238,213.78,21.285,169.74,245.629,81,79,46.91482,5.20954,36.066,1,18.924,23,1,,,,,
222.7,105.967,101.4,141.8,3.043,11.65,103,4.018,6.837,18.322,12.053,8.64694,202.693,10.224,208.71,210.295,15.966,179.942,240.225,100,99,47.57372,3.97639,11.321,0,0,23,1,,,,,
172.8,78.865,81.1,82,2.433,12.257,106.6,4.765,8.437,15.479,14.295,8.65475,187.481,10.09,211.747,219.549,20.05,172.461,260.814,101,99,45.63774,4.24291,7.407,1,3.648,23,1,,,,,
263.8,123.954,141.8,147.7,4.253,8.977,82.7,2.936,4.644,8.139,8.807,8.80416,200.366,12.549,207.941,213.566,16.238,187.725,252.802,93,92,46.98063,3.66663,16.667,0,0,23,1,,,,,
42.7,34.476,24.3,24.9,0.728,7.428,69.4,4.205,4.311,5.25,12.616,9.66394,35.275,15.267,124.171,123.883,2.179,118.461,129.205,345,344,80.72824,1.4341,0,0,0,8,1,,,,,
84.4,68.985,50.9,48.9,1.527,14.053,123.9,6.131,7.015,9.26,18.394,8.96374,132.884,10.747,122.22,122.381,1.65,118.02,126.788,585,582,81.73798,1.22852,0.209,2,0.768,8,1,,,,,
126.4,100.503,79.1,67.6,2.373,16.872,150.4,9.316,9.771,13.811,27.949,9.18077,97.902,11.493,126.074,125.781,1.995,119.406,134.861,557,556,79.5316,1.49089,0,0,0,8,1,,,,,
287.7,244.132,125,132.3,3.749,13.719,127.5,4.169,5.84,12.847,12.507,8.59335,195.964,11.073,120.804,118.96,6.834,92.504,126.032,43,42,84.86363,7.55513,0,0,0,8,1,,,,,
405.2,313.26,182.9,267.6,5.487,16.14,142.5,7.619,11.598,24.421,22.857,8.07478,280.498,7.591,131.474,128.817,14.766,102.618,173.436,58,56,77.31136,9.79256,13.462,1,17.289,8,1,,,,,
270,222.142,96,108.2,2.879,10.616,110.3,3.519,4.898,12.179,10.556,8.62253,208.75,10.833,125.484,121.862,9.924,84.771,142.347,40,39,82.28183,8.57796,22.727,0,0,8,1,,,,,
261.9,222.234,100.4,122.9,3.011,10.276,103.6,5.355,6.72,10.328,16.065,8.49297,224.492,10.177,116.925,118.702,7.166,99.211,127.203,44,43,84.85039,7.8324,19.149,0,0,8,1,,,,,
345.7,289.743,162.3,265.2,4.869,9.389,113,4.548,6.338,6.708,13.644,8.13023,328.503,9.254,121.062,119.918,7.579,91.847,129.037,48,47,83.82442,6.66035,7.5,0,0,8,1,,,,,
266.4,226.138,118.5,125.4,3.555,12.08,122.9,5.164,6.205,10.982,15.492,8.50796,218.645,9.708,117.366,117.801,8.275,106.055,130.221,68,64,84.87165,6.61509,17.91,2,18.408,8,1,,,,,
353.1,297.458,169.5,151.9,5.086,18.21,158.4,10.211,9.219,5.059,30.634,7.90583,378.358,8.114,117.276,119.252,7.796,91.093,131.593,73,71,84.23551,7.36068,9.836,1,2.855,8,1,,,,,
416.2,347.49,202.3,241,6.068,17.922,165.4,9.617,13.026,33.46,28.851,7.45181,438.201,5.953,119.57,119.766,8.098,95.659,135.859,64,62,83.49625,7.07127,26.471,1,8.16,8,1,,,,,
334,255.601,170.5,177.2,5.116,13.053,130.8,5.658,7.013,13.321,16.973,8.73984,180.8,11.139,133.318,131.055,8.661,112.571,143.136,67,65,76.51962,5.84935,5.66,1,7.61,8,1,,,,,
367.1,305.225,166,168.7,4.979,10.203,92.2,4.369,5.335,7.554,13.107,9.13298,111.717,12.6,125.274,120.851,7.859,105.595,129.495,35,34,83.14574,8.17099,0,0,0,8,1,,,,,
331.4,247.864,148.5,205.6,4.456,13.296,135.3,5.363,8.725,14.178,16.09,7.9618,346.5,8.091,132.447,134.598,47.715,90.056,488.771,163,152,74.79293,15.53044,21.053,6,23.331,8,1,,,,,
202.6,166.64,100.6,109.1,3.019,9.969,109.6,3.746,5.717,12.918,11.237,9.13536,126.997,12.8,124.529,122.049,7.082,104.583,131.336,141,140,82.26268,5.84275,1.724,0,0,8,1,,,,,
309,246.105,164.7,194.7,4.94,15.265,134.8,7.161,10.888,16.693,21.482,8.50413,205.923,8.891,125.337,125.417,10.161,102.592,144.378,142,141,79.64066,7.22643,0,0,0,8,1,,,,,
451,350.085,202.9,264.8,6.087,11.404,109.9,4.208,6.252,14.629,12.625,7.93163,355.42,7.474,125.218,133.825,55.256,87.897,492.198,165,155,77.63069,14.07042,7.576,3,6.21,8,1,,,,,
448,331.485,213.5,211.5,6.404,13.302,138.7,6.023,5.351,12.155,18.069,7.84669,388.293,8.559,134.478,132.351,7.976,112.466,146.29,38,35,73.99227,5.08007,27.778,2,13.496,8,1,,,,,
120.7,96.794,54.4,47.6,1.633,9.116,83,4.318,4.756,9.184,12.954,9.54497,52.355,15.012,124.451,124.997,4.003,117.304,131.942,62,61,80.21146,3.28667,4,0,0,8,1,,,,,100
309.4,237.371,180.1,203.3,5.404,10.363,99.1,5.33,6.765,10.18,15.99,8.67731,212.422,10.864,129.305,129.577,3.096,125.284,140.086,72,71,76.7235,3.45063,3.636,0,0,8,1,,,,,
301.7,240.587,151.3,119,4.538,13.811,119.3,6.679,8.176,10.962,20.038,8.72737,204.405,11.266,124.988,125.002,5,114.614,134.658,65,64,79.73953,4.22458,4,0,0,8,1,,,,,
142.4,112.419,69.4,69.7,2.081,12.156,131.1,4.556,5.638,12.105,13.667,8.66658,229.121,11.476,127.432,126.624,6.966,114.905,135.764,59,57,78.95534,4.54851,8.696,1,4.225,8,1,,,,,
256.9,191.173,114.7,130.7,3.44,11.869,108.7,4.683,7.043,18.503,14.048,9.06936,145.805,13.094,135.36,133.529,7.66,108.568,140.642,47,44,74.42037,6.34061,28.302,2,37.244,8,1,,,,,
103.7,77.507,52.7,52.8,1.582,6.155,60.9,2.189,3.912,7.725,6.568,9.76609,24.482,17.804,136.672,133.958,5.067,126.103,139.455,60,59,74.70585,2.99932,0,0,0,8,1,,,,,
271.6,205.043,125.4,158.5,3.763,9.803,96.9,3.698,5.825,11.565,11.093,9.09214,146.779,14.443,134.927,133.078,6.362,113.37,141.643,64,62,75.49551,5.57459,10,1,7.913,8,1,,,,,
179.7,151.423,88.5,109.6,2.656,15.181,136.1,6.144,9.22,14.208,18.432,8.96388,131.331,11.208,119.722,118.318,6.818,104.508,135.94,50,49,84.2455,5.64443,13.043,0,0,8,1,,,,,
149.3,63.766,91.2,82.2,2.735,11.521,106.8,5.552,7.495,10.72,16.657,9.13043,99.982,10.744,240.722,234.117,14.841,212.176,260.57,102,101,42.6967,2.79215,0,0,0,40,1,,,,,
149.7,70.437,89.2,88.9,2.676,10.703,102.8,5.592,7.57,9.096,16.776,9.39583,71.136,13.691,214.201,212.609,18.817,177.005,237.183,134,133,47.03759,4.27468,0,0,0,40,1,,,,,
154.2,74.376,93.8,91.5,2.813,11.98,116,5.93,7.758,11.368,17.79,9.14887,101.791,11.364,209.18,207.343,17.765,176.207,237.754,123,122,48.24585,4.22345,9.231,0,0,40,1,,,,,
216.2,100.978,113.1,121.5,3.393,11.043,119.9,5.316,6.742,11.269,15.948,9.10303,116.066,11.933,219.238,213.395,28.528,163.177,253.181,91,90,46.70812,6.45282,0,0,0,40,1,,,,,
284.8,119.225,112.7,126.5,3.38,13.66,131.6,6.132,8.779,14.949,18.396,8.44467,230.06,9.126,212.064,244.441,104.929,84.451,492.985,121,109,41.86106,16.29262,35,1,22.537,40,1,,,,,
236.7,121.108,137.2,114,4.116,18.009,160.7,9.216,12.437,19.953,27.649,8.86265,146.728,9.929,199.464,196.029,10.346,178.375,212.061,92,91,51.15513,3.05656,45.238,0,0,40,1,,,,,
165.1,84.519,94.3,101.8,2.829,16.184,144.8,8.441,9.489,15.61,25.322,9.07558,110.155,10.552,197.002,195.245,9.842,167.56,210.277,99,98,51.18873,2.90463,34.177,0,0,40,1,,,,,
135.2,69.275,80.5,78,2.416,14.311,136.3,7.02,9.08,9.597,21.061,9.21461,88.314,11.291,192.86,195.149,6.649,183.689,211.814,95,94,51.24336,1.8795,40.23,0,0,40,1,,,,,
168,82.277,88.1,90.6,2.642,14.82,136.3,6.794,10.376,18.767,20.382,8.76104,152.867,9.059,200.263,204.084,19.556,178.016,243.267,150,148,48.98281,4.63312,34.188,1,27.645,40,1,,,,,
192.2,94.97,116.5,114.5,3.495,16.135,133.6,8.469,10.666,17.717,25.407,9.01713,113.026,10.12,199.236,202.576,10.879,173.035,218.175,105,103,49.41413,2.74444,25,1,25.884,40,1,,,,,
370.6,149.517,190.9,190.3,5.728,13.062,125.1,5.558,7.63,11.5,16.674,8.38824,236.9,8.884,212.002,250.432,103.511,167.324,492.67,129,122,40.34366,13.47657,53.125,1,10.202,40,1,,,,,
219.9,103.72,122.6,124.3,3.678,16.345,134.5,6.365,10.168,15.329,19.096,8.53699,193.35,8.701,211.696,212.013,16.924,181.822,235.288,112,109,47.17576,4.02391,53.39,1,14.51,40,1,,,,,
190.9,88.952,90.9,121.4,2.726,13.255,133.3,5.768,8.219,16.005,17.303,8.93378,129.422,10.342,216.023,215.344,30.866,167.708,270.718,54,53,46.58544,6.82572,38.462,0,0,40,1,,,,,
275.7,126.683,140.9,148.9,4.226,19.646,169.2,10.629,11.795,17.845,31.888,8.19205,243.64,7.239,216.694,218.61,31.707,170.904,266.05,91,86,45.94592,6.65521,69.481,4,55.351,40,1,,,,,
262.4,120.884,143.6,155.8,4.309,18.624,164.1,9.593,12.6,23.938,28.78,8.34927,219.431,7.754,209.441,217.476,24.316,167.694,274.273,248,244,46.07402,5.34034,38.71,3,30.081,40,1,,,,,
319.7,150.645,175.7,154.5,5.271,14.17,132.7,6.753,8.313,12.558,20.26,8.50245,192.441,8.331,211.044,213.774,19.501,178.101,254.681,144,140,47.11859,4.88135,43.089,3,36.137,40,1,,,,,
275,132.039,139.5,137.1,4.185,18.7,157.3,8.876,12.172,17.822,26.628,8.31482,231.33,7.66,209.106,209.357,18.63,177.576,242.555,135,129,48.01401,5.04276,60.241,4,28.583,40,1,,,,,
952,381.367,551.6,720.5,16.547,41.137,252.7,11.296,10.9622,15.306125,33.889,6.31711,585.636,2.35,273.274,273.274,0.533,272.897,273.651,6,5,40.06104,3.19435,68.421,0,0,40,1,,,,,
262.7,110.117,141.5,162.3,4.244,19.426,149.4,10.987,13.725,15.226,32.961,8.93345,134.576,10.747,220.79,240.964,71.851,207.141,486.941,123,120,41.91336,9.1808,8.929,0,0,40,1,,,,,
350.8,174.54,212.8,188.6,6.385,19.34,173.1,9.738,12.458,20.492,29.213,8.44232,203.076,7.939,208.352,201.122,16.931,173.404,224.463,79,77,49.74999,4.33441,43.038,1,24.822,40,1,,,,,
343.2,163.799,177.1,198.6,5.312,22.287,194.1,11.156,11.682,10.883,33.467,8.25716,236.048,7.605,187.33,232.637,112.413,177.193,491.99,44,37,47.72492,12.86597,55.357,1,13.362,40,1,,,,,
590.6,228.643,326.9,229.3,9.806,24.417,194.1,14.031,31.75,15.306125,42.094,7.20083,423.038,4.377,92.842,261.022,188.464,86.474,487.714,50,41,38.713,36.6318,58.571,3,16.743,40,1,,,,,
466.1,161.61,230.4,241,6.911,20.138,179.1,8.695,11.631,12.581,26.086,8.20344,249.47,7.558,231.789,289.478,116.094,165.567,489.699,127,114,34.67626,13.19249,52,4,32.816,40,1,,,,,
340.5,163.372,188.9,202.8,5.667,21.984,180.1,10.111,14.385,20.651,30.332,8.7684,176.699,10.177,207.223,209.042,11.248,187.787,229.392,88,87,47.97814,3.48465,4.545,0,0,40,1,,,,,
187.1,87.151,80.3,101.1,2.408,12.524,120.8,6.991,7.522,8.41,20.973,8.95159,154.982,12.215,209.237,214.7,17.783,176.878,245.833,100,97,46.56888,3.99781,7.843,0,0,40,1,,,,,
558.1,191.436,310.6,305.7,9.317,12.628,138,5.991,9.613,25.061,17.973,7.47041,445.44,6.534,219.335,296.496,132.796,164.844,468.173,108,98,34.30339,16.05229,34.545,1,24.468,40,1,,,,,
60.7,24.648,35.7,37.8,1.071,9.491,88.7,5.349,5.733,6.45,16.047,9.49792,54.203,13.452,245.445,246.303,3.191,240.788,254.963,354,353,40.61234,0.59931,0,0,0,5,1,,,,,
28.7,11.132,15.6,17.2,0.469,4.788,45.2,2.537,3.068,3.688,7.612,9.86423,13.882,19.587,256.01,257.926,7.191,245.601,275.277,446,445,38.77367,1.07532,0,0,0,5,1,,,,,
58.5,22.508,35.6,34.9,1.067,7.978,79.3,3.986,4.672,5.95,11.957,9.70393,31.713,16.884,256.526,260.067,14.697,237.448,291.376,408,407,38.45774,2.16149,0,0,0,5,1,,,,,
190.3,85.195,102.9,117.3,3.087,11.187,103.1,5.524,7.445,10.508,16.572,8.93204,135.579,10.558,225.43,224.469,5.332,207.886,232.597,112,111,44.757,1.73982,0,0,0,5,1,,,,,
176.3,77.421,95.5,85.4,2.866,7.355,73.8,3.808,4.466,6.163,11.424,9.254,91.836,12.909,227.733,228.728,7.971,215.551,245.369,121,117,43.92198,2.02441,15.625,1,18.173,5,1,,,,,
91.1,39.023,47.2,38.5,1.417,9.255,85.3,4.48,5.866,7.115,13.439,9.42133,66.758,13.228,232.052,232.682,8.8,216.678,257.152,102,101,42.8278,2.06579,2.174,0,0,5,1,,,,,
71.5,30.763,38.5,38,1.154,12.939,123.9,6.474,8.461,9.624,19.423,9.3418,75.953,12.627,231.531,232.102,8.083,220.122,261.546,99,98,43.00584,1.66494,0,0,0,5,1,,,,,
129.7,56.464,70.9,72.4,2.126,9.039,85.3,4.308,5.689,7.814,12.924,9.22594,108.148,13.011,230.15,229.69,11.172,210.877,253.401,102,101,43.53842,2.34113,0,0,0,5,1,,,,,
106.8,47.963,59.2,60.5,1.776,12.603,117.8,6.168,8.493,10.396,18.505,9.26673,86.588,12.33,223.004,223.593,4.52,214.08,236.401,137,135,44.92894,1.39269,15.068,1,16.597,5,1,,,,,
129.5,58.265,63.9,73.5,1.917,9.728,101.4,4.349,6.107,7.656,13.046,9.21004,113.34,12.651,222.946,222.728,8.304,202.872,235.416,153,151,45.00004,2.31438,8.108,1,8.192,5,1,,,,,
117.6,51.716,68.6,77.1,2.057,9.87,92.2,4.947,7.094,8.725,14.841,8.99841,135.169,11.502,228.564,227.334,9.528,210.787,248.571,116,114,43.98864,2.05392,17.742,1,17.967,5,1,,,,,
186.3,82.52,108.5,121.1,3.254,10.098,97.1,4.628,6.425,8.421,13.885,8.92907,144.247,11.189,228.717,225.574,7.782,210.4,239.527,121,119,44.30526,1.85071,20.896,1,19.124,5,1,,,,,
76.7,33.933,35,40.3,1.049,9.989,91.4,4.636,5.106,6.679,13.909,9.5475,49.375,14.229,231.56,226.403,14.781,196.159,241.78,70,69,44.23354,3.12447,0,0,0,5,1,,,,,
334.3,132.587,178.8,190.8,5.363,13.998,131,6.76,9.176,14.721,20.281,8.35122,251.139,8.941,253.481,251.4,29.939,198.093,292.576,232,225,39.66524,5.0995,42.69,5,46.673,5,1,,,,,
181.1,74.814,95.9,103.6,2.876,10.974,112.5,4.641,6.861,11.346,13.922,8.92771,154.05,11.163,240.844,242.007,26.805,177.919,296.756,386,383,41.30764,4.93388,2.469,1,1.693,5,1,,,,,
270.2,106.491,129.3,136.8,3.878,13.249,125.8,5.628,8.985,14.849,16.884,8.80141,167.279,10.451,252.181,254.485,28.742,195.473,309.444,276,270,39.40794,4.90672,25.694,2,24.554,5,1,,,,,
290.4,110.208,146.7,156.9,4.4,13.324,128.5,5.921,8.39,11.738,17.762,8.67915,180.468,10.176,270.485,264.12,34.86,149.154,322.928,258,251,37.95442,5.9784,32.484,5,37.709,5,1,,,,,
295.2,104.651,156.2,160.1,4.685,10.731,109,4.762,7.592,9.727,14.287,8.83014,157.968,10.636,291.486,279.928,20.501,247.105,303.875,96,94,35.44776,3.0194,0,0,0,5,1,,,,,
135.3,52.632,70.4,78.4,2.113,10.444,98.8,4.809,7.093,9.466,14.428,9.25746,89.904,12.632,252.086,257.615,23.467,224.583,297.435,145,143,38.89384,3.67356,0,0,0,5,1,,,,,
164,62.78,91.1,74.7,2.733,11.808,115.4,6.313,6.767,9.496,18.94,9.22332,98.933,12.657,261.941,261.32,14.233,244.165,288.413,128,126,38.2816,2.22832,20.968,1,21.469,5,1,,,,,
134.4,54.028,62,54.3,1.859,9.363,85.1,4.989,5.847,7.97,14.966,9.07222,147.051,12.404,248.743,248.621,12.026,217.296,269.178,140,137,40.20641,2.14138,1.724,1,3.859,5,1,,,,,
169.7,67.413,79.9,68.2,2.397,10.365,94.6,5.074,6.304,8.418,15.223,8.84474,165.37,11.267,249.041,251.694,7.839,240.289,264.78,113,109,39.73109,1.93773,22.414,1,20.919,5,1,,,,,
105.4,41.015,49.2,53.1,1.475,9.136,87.7,4.501,5.374,7.922,13.502,9.26035,92.593,12.63,256.604,256.64,7.856,244.679,268.932,88,86,38.90197,1.51707,36.364,1,37.548,5,1,,,,,
112,43.51,53.9,46.9,1.616,11.402,103,5.348,7.502,12.041,16.045,9.33341,72.932,11.99,249.182,256.774,23.87,233.814,314.018,100,99,38.84675,3.5808,0,0,0,5,1,,,,,
199.2,78.1,103.7,112.6,3.111,11.74,117.2,5.431,7.289,10.81,16.294,9.15884,98.602,11.232,251.348,255.63,30.692,215.091,313.595,117,115,39.19921,4.83187,13.208,1,8.775,5,1,,,,,
202.2,87.999,103.4,104.5,3.102,15.979,146.7,7.604,7.674,8.984,22.813,9.24656,89.528,12.624,230.601,229.837,26.934,185.001,281.589,84,83,43.51554,5.41784,21.739,0,0,5,1,,,,,
69.5,57.225,38.6,39.4,1.159,17.582,159.3,9.968,11.287,15.725,29.905,8.64887,176.638,9.041,121.641,121.347,4.351,112.758,129.86,163,162,82.37428,2.98691,0.752,0,0,16,1,,,,,
39.5,33.55,22.3,23.3,0.669,8.957,78.6,5.278,4.991,6.684,15.834,9.4955,53.503,12.982,117.641,117.751,1.255,115.09,120.445,119,118,84.93328,0.93426,0,0,0,16,1,,,,,
83.8,69.436,49.4,45,1.483,12.526,120.2,6.56,7.717,10.977,19.68,9.36404,71.52,12.658,122.038,120.642,3.778,108.345,124.431,140,139,82.90073,2.73234,0,0,0,16,1,,,,,
359.4,305.107,164.8,197.7,4.943,15.248,136,4.89,10.72,15.286,14.669,7.85647,363.665,7.718,115.019,116.872,7.764,105.789,127.848,28,27,84.90417,6.72125,10.714,0,0,16,1,,,,,
345,295.226,130,140.9,3.899,16.13,167.3,7.769,14.318,15.491,23.307,8.00076,270.53,6.527,113.18,115.876,13.411,97.686,153.275,36,34,85.58489,10.4118,31.373,1,21.216,16,1,,,,,
291.2,232.6,119.1,104.3,3.574,15.018,125.7,7.91,6.536,17.075,23.731,8.0873,289.875,7.885,125.283,124.713,10.975,110.546,155.065,27,25,79.87038,7.45103,37.143,1,6.624,16,1,,,,,
193.8,170.993,63.6,78,1.908,14.284,142.3,5.575,8.74,16.079,16.726,8.03059,342.559,7.823,114.937,113.149,6.957,97.251,122.45,36,34,88.20994,6.12254,26.19,1,3.908,16,1,,,,,
208.4,181.571,84.2,115.9,2.525,13.77,125.8,6.891,7.484,14.522,20.672,8.49892,213.495,8.895,113.787,114.429,5.599,105.25,129.229,35,34,87.11758,4.98246,26.19,0,0,16,1,,,,,
304,275.181,170.7,200.9,5.122,16.041,146,7.68,9.674,14.268,23.04,8.07337,303.668,7.283,110.884,110.657,4.788,102.798,127.397,62,61,90.51377,6.01167,8.197,0,0,16,1,,,,,
360.1,325.644,182.1,211.4,5.462,14.606,133,7.153,9.949,14.297,21.459,8.38076,215.902,7.993,113.668,111.723,9.181,86.2,133.773,64,63,90.43774,9.33169,6.557,0,0,16,1,,,,,
274.96,250.09,123.496,127.52,3.70484,14.94524,136.904,7.24684,9.55324,15.491,21.74036,8.0878564,284.84024,7.45036,109.126,111.9164,15.99448,96.88784,163.00548,0,0,90.14085,9.66089,85,0,0,16,1,,,,,
193.3,167.667,65.1,86.6,1.953,16.578,142.5,7.844,5.62,13.411,23.531,8.35067,222.963,8.235,116.685,115.081,6.846,102.97,122.716,43,41,86.75514,5.62252,7.143,1,17.399,16,1,,,,,
190.2,157.842,58.3,77.9,1.75,13.002,121,6.658,6.538,18.808,19.973,8.19181,258.462,7.977,119.145,120.044,13.929,102.544,158.476,32,30,82.96791,9.66857,3.704,1,8.234,16,1,,,,,
353.8,299.835,170.8,148.1,5.124,12.371,114.1,5.514,7.423,0.827,16.543,7.68686,377.609,6.543,115.86,117.829,10.658,96.277,139.542,78,71,84.73982,8.97612,41.667,4,50.666,16,1,,,,,
109.3,101.398,49.1,55.5,1.474,13.892,126,6.675,8.918,12.692,20.024,8.70311,169.428,9.26,110.431,108.005,7.577,82.06,116.655,112,110,92.7905,7.5352,0.971,1,2.087,16,1,,,,,
269.1,203.044,131.9,144.3,3.957,17.467,150.3,6.775,10.688,19.19,20.325,7.93248,345.37,7.424,105.497,133.746,91.471,95.022,435.382,110,104,75.44157,31.42364,31.304,4,25.439,16,1,,,,,
489.7,414.877,228.8,233.9,6.865,14.913,132,6.462,11.777,24.144,19.386,7.03518,515.491,4.281,108.8,118.089,58.881,92.67,449.27,87,80,84.72871,23.18409,35.455,6,34.126,16,1,,,,,
306.9,292.287,117.8,129.6,3.534,16.13,152,11.116,12.983,15.491,33.349,7.72614,326.491,5.9,102.563,103.021,4.176,96.486,112.27,15,14,95.23499,6.95409,56.25,0,0,16,1,,,,,
200.5,201.912,112.2,132.5,3.365,17.62,158.6,8.028,12.4,42.003,24.083,7.78578,343.709,5.886,97.725,99.198,6.811,91.703,122.617,42,41,100.70418,6.91131,18,0,0,16,1,,,,,
340.4,347.408,180.8,161.4,5.423,13.009,118.5,7.095,8.409,11.567,21.284,7.97061,278.903,6.531,96.675,97.871,4.343,93.077,110.507,33,31,102.06867,6.18711,34,1,24.15,16,1,,,,,
278.8,285.061,111,81.6,3.329,13.349,126.2,7.233,9.696,18.845,21.699,7.67152,339.433,5.654,95.702,96.993,4.317,91.698,112.286,39,36,102.25899,6.33881,9.524,2,12.966,16,1,,,,,
518.9,396.471,243.3,290.4,7.298,19.593,178.9,10.638,12.213,6.105,31.914,7.4891,367.99,5.16,99.462,130.877,94.008,94.393,425.219,48,45,76.40444,33.99279,33.962,2,32.435,16,1,,,,,
657.2,712.761,225.5,177.2,6.764,11.705,104.4,3.7,6.06,15.491,11.099,7.08742,470.471,4.328,97.65,93.479,12.143,74.76,111.943,18,16,108.4568,18.43546,59.459,1,41.728,16,1,,,,,
107.6,105.066,48,67,1.441,11.905,104.4,5.752,8.969,11.49,17.255,8.8242,140.062,9.249,101.724,102.305,4.922,95.734,110.272,26,25,97.64667,4.89478,10,0,0,16,1,,,,,
449,458.914,244.9,159.9,7.346,18.809,176.6,7.616,13.887,14.122,22.847,7.69368,328.523,5.676,97.591,98.27,7.435,79.811,117.367,32,30,102.19847,8.49375,27.273,1,16.882,16,1,,,,,
154.6,161.172,75.1,85.3,2.254,19.126,182.9,10.391,11.834,22.685,31.174,7.61127,334.746,5.35,94.562,95.943,4.286,91.278,106.842,28,27,104.27752,5.21806,20,0,0,16,1,,,,,
